left_eye_ear,right_eye_ear,avg_ear,mar,left_brow_height,right_brow_height,head_tilt_x,head_tilt_y,nose_tip_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,jaw_open,left_eye_open,right_eye_open,mouth_corner_left,mouth_corner_right,forehead_crease,chin_position
0.334901424590337,0.3519806630975801,0.3014964345005124,0.04368769768490435,0.7068253197517533,0.7188120158988648,0.0,0.025703701646207527,0.4990092420884132,0.365308043120267,0.46643010539025553,0.6264364062533145,0.5034962811517139,0.10035209109165807,0.7910303617780726,0.7842630713416429,0.3175861458541795,0.693203576633834,0.20965505570068313,0.5053021418902449
0.31585207096486445,0.3377390104873831,0.31210962658568964,0.08558459956881992,0.7484398255530458,0.7173292945808073,0.0073813833252442,0.0,0.4848904921887321,0.3714682540482089,0.47389001073892695,0.6586570080503995,0.44242038110492343,0.11582315955579991,0.7915666112538169,0.7886937638503876,0.3007861839748693,0.7036426974202235,0.17655926913149161,0.49078953157677374
0.33943065614302076,0.3117889110976052,0.29915160158000076,0.10345577866313423,0.7509008436022223,0.6502178413684992,0.0011587963285151007,0.024294912997778903,0.49482875127639014,0.35997379824271086,0.4680523787790971,0.6722150634482928,0.4734440988824507,0.05166991696344498,0.8894170973902785,0.7925717951435033,0.2817534897186728,0.7271954378665663,0.22074069143241576,0.4932362656603506
0.3656908956922408,0.2905918966688328,0.3088407694072192,0.1955075062936076,0.7736315172921703,0.7234954904149281,0.009040083625177244,0.005325518842965491,0.521441951825531,0.3111500461807646,0.4822083609389224,0.6651036994760788,0.4791667995323733,0.0724030548866154,0.8323724361572521,0.8278744584658473,0.2907500169360006,0.6991058248648082,0.18228914924584008,0.48847949659046663
0.31297539875829994,0.3309466994084077,0.2771277066609243,0.14226212498135032,0.6816570818359586,0.7766414540910872,0.015716993785776224,0.02414915421728762,0.5383356996509154,0.34689155134944477,0.5039435706292382,0.6716895504971457,0.4803181731679926,0.09555464399505313,0.8992260367004857,0.7601113076605303,0.30685706931563295,0.682277746973047,0.22248665112335386,0.5383451906900815
0.3129758912915246,0.32180456156265247,0.3192658741474588,0.06658073723600434,0.7796283636923665,0.6762883940461603,0.03674308972662769,0.025538633847096575,0.5171146199259072,0.3268858485016617,0.4645791568571759,0.6457622093760351,0.4836099211215616,0.07340004895946876,0.7801214746831799,0.7561461203394937,0.33636928756763185,0.6676062026896674,0.19177665573857836,0.5292780157234864
0.36737638446522175,0.336855796600832,0.31502410950724447,0.13944145157670548,0.6147804184198612,0.7924241325525296,0.013576819225885951,0.042158301222383156,0.5030516962541531,0.3459478845416385,0.5000164099553682,0.6406676206364871,0.49220879639618986,0.07553224686342551,0.7966013361244741,0.839464789685719,0.29031960753607444,0.7102609573482049,0.14836858623111013,0.5111058838002723
0.34302304187458726,0.3290551540504591,0.2986582273786362,0.05810784044246537,0.7185057723818095,0.764388741054217,0.0,0.037069072952424065,0.5449403531091328,0.36960008472267786,0.46436655855306225,0.635261972955364,0.47929185121909296,0.08950412010770688,0.7467149693889341,0.7714942103247481,0.316095748870548,0.7049457625125547,0.1705275127855719,0.5265061799453548
0.30591576842195145,0.34148658145958005,0.3281849133686481,0.16330764215548293,0.7255863078774227,0.7032883339014481,0.04280135692990321,0.03693143325220592,0.49061490580845435,0.35610301671749944,0.4630474557500623,0.6488820706677281,0.4726388343571264,0.1194874399493852,0.7676173279164171,0.7394785858569174,0.29343887098646476,0.6870818365347541,0.1870875587393815,0.5159692267795577
0.3362768013075789,0.29394294365318296,0.3337514027525312,0.10115501392728485,0.7816663413035619,0.7329235181331076,0.003258197327699209,0.03887340638332477,0.5309275801510072,0.37296181732794864,0.49637189236686424,0.6484281840806236,0.4718482131068061,0.08971846669365567,0.8760765259465001,0.7705948023160052,0.3022093751177227,0.7205202825141459,0.24104567071245736,0.5036254231902811
0.30609746921562614,0.34952182196902976,0.28284880271262053,0.11625455245043316,0.7511315426338434,0.8199160903820517,0.018825591457907426,0.01582757969631892,0.49135811604946167,0.35683507841427076,0.49843872756015234,0.6541335525707823,0.4677696839592329,0.1323527858341884,0.7791186284063298,0.77679789059024,0.33030793498527183,0.6915644627122474,0.22703430891587675,0.4698885731796063
